CPUOperator,Score
Log2,3.65
Logarithm,3.65
Lower,3.65
MakeDecimal,3.65
MapConcat,3.65
MapEntries,3.65
MapFilter,3.65
MapKeys,3.65
MapValues,3.65
Max,3.65
Md5,3.65
MicrosToTimestamp,3.65
MillisToTimestamp,3.65
Min,3.65
Minute,3.65
MonotonicallyIncreasingID,3.65
Month,3.65
Multiply,3.65
Murmur3Hash,3.65
NaNvl,3.65
NamedLambdaVariable,3.65
NormalizeNaNAndZero,3.65
Not,3.65
NthValue,3.65
OctetLength,3.65
ParseUrl,3.65
Or,3.65
Percentile,3.65
PercentRank,3.65
PivotFirst,3.65
Pmod,3.65
PosExplode,3.65
Pow,3.65
PreciseTimestampConversion,3.65
PromotePrecision,3.65
PythonUDF,3.65
Quarter,3.65
RLike,3.65
RaiseError,3.65
Rand,3.65
Rank,3.65
RegExpExtract,3.65
RegExpExtractAll,3.65
RegExpReplace,3.65
Remainder,3.65
ReplicateRows,3.65
Reverse,3.65
Rint,3.65
Round,3.65
RowNumber,3.65
ScalaUDF,3.65
ScalarSubquery,3.65
Second,3.65
SecondsToTimestamp,3.65
Sequence,3.65
ShiftLeft,3.65
ShiftRight,3.65
ShiftRightUnsigned,3.65
Signum,3.65
Sin,3.65
Sinh,3.65
Size,3.65
SortArray,3.65
SortOrder,3.65
SparkPartitionID,3.65
SpecifiedWindowFrame,3.65
Sqrt,3.65
Stack,3.65
StartsWith,3.65
StddevPop,3.65
StddevSamp,3.65
StringInstr,3.65
StringLPad,3.65
StringLocate,3.65
StringRPad,3.65
StringRepeat,3.65
StringReplace,3.65
StringSplit,3.65
StringToMap,3.65
StringTranslate,3.65
StringTrim,3.65
StringTrimLeft,3.65
StringTrimRight,3.65
StructsToJson,3.65
Substring,3.65
SubstringIndex,3.65
Subtract,3.65
Sum,3.65
Tan,3.65
Tanh,3.65
TimeAdd,3.65
ToDegrees,3.65
ToRadians,3.65
ToUnixTimestamp,3.65
TransformKeys,3.65
TransformValues,3.65
UnaryMinus,3.65
UnaryPositive,3.65
UnboundedFollowing$,3.65
UnboundedPreceding$,3.65
UnixTimestamp,3.65
UnscaledValue,3.65
Upper,3.65
VariancePop,3.65
VarianceSamp,3.65
WeekDay,3.65
WindowExpression,3.65
WindowSpecDefinition,3.65
XxHash64,3.65
Year,3.65
Empty2Null,3.65
WriteFilesExec,3.65
Ascii,3.65
ToUTCTimestamp,3.65
AggregateInPandasExec,1.2
ArrowEvalPythonExec,1.2
FlatMapGroupsInPandasExec,1.2
FlatMapCoGroupsInPandasExec,1.2
MapInPandasExec,1.2
PythonMapInArrowExec,3.65
MapInArrowExec,3.65
WindowInPandasExec,1.2
RoundCeil,3.65
RoundFloor,3.65
BloomFilterMightContain,3.65
BloomFilterAggregate,3.65
EphemeralSubstring,3.65
KnownNullable,3.65
InSubqueryExec,3.65
AQEShuffleReadExec,3.65
CheckOverflowInTableInsert,3.65
ArrayFilter,1.5
BoundReference,1.5
HiveHash,1.5
MapFromArrays,1.5
DecimalSum,1.5
MaxBy,1.5
MinBy,1.5
ArrayJoin,1.5
RunningWindowFunctionExec,1.5
MonthsBetween,1.5
TruncDate,1.5
TruncTimestamp,1.5
Bin,1.5
Slice,1.5
HyperLogLogPlusPlus,1.5
ArrayPosition,1.5
Sha1,1.5
ArrayDistinct,1.5
