CPUOperator,Score
LessThanOrEqual,4.16
Like,4.16
Literal,4.16
Log,4.16
Log10,4.16
Log1p,4.16
Log2,4.16
Logarithm,4.16
Lower,4.16
MakeDecimal,4.16
MapConcat,4.16
MapEntries,4.16
MapFilter,4.16
MapKeys,4.16
MapValues,4.16
Max,4.16
Md5,4.16
MicrosToTimestamp,4.16
MillisToTimestamp,4.16
Min,4.16
Minute,4.16
MonotonicallyIncreasingID,4.16
Month,4.16
Multiply,4.16
Murmur3Hash,4.16
NaNvl,4.16
NamedLambdaVariable,4.16
NormalizeNaNAndZero,4.16
Not,4.16
NthValue,4.16
OctetLength,4.16
Or,4.16
ParseUrl,4.16
Percentile,4.16
PercentRank,4.16
PivotFirst,4.16
Pmod,4.16
PosExplode,4.16
Pow,4.16
PreciseTimestampConversion,4.16
PromotePrecision,4.16
PythonUDF,4.16
Quarter,4.16
RLike,4.16
RaiseError,4.16
Rand,4.16
Rank,4.16
RegExpExtract,4.16
RegExpExtractAll,4.16
RegExpReplace,4.16
Remainder,4.16
ReplicateRows,4.16
Reverse,4.16
Rint,4.16
Round,4.16
RowNumber,4.16
ScalaUDF,4.16
ScalarSubquery,4.16
Second,4.16
SecondsToTimestamp,4.16
Sequence,4.16
ShiftLeft,4.16
ShiftRight,4.16
ShiftRightUnsigned,4.16
Signum,4.16
Sin,4.16
Sinh,4.16
Size,4.16
SortArray,4.16
SortOrder,4.16
SparkPartitionID,4.16
SpecifiedWindowFrame,4.16
Sqrt,4.16
Stack,4.16
StartsWith,4.16
StddevPop,4.16
StddevSamp,4.16
StringInstr,4.16
StringLPad,4.16
StringLocate,4.16
StringRPad,4.16
StringRepeat,4.16
StringReplace,4.16
StringSplit,4.16
StringToMap,4.16
StringTranslate,4.16
StringTrim,4.16
StringTrimLeft,4.16
StringTrimRight,4.16
StructsToJson,4.16
Substring,4.16
SubstringIndex,4.16
Subtract,4.16
Sum,4.16
Tan,4.16
Tanh,4.16
TimeAdd,4.16
ToDegrees,4.16
ToRadians,4.16
ToUnixTimestamp,4.16
TransformKeys,4.16
TransformValues,4.16
UnaryMinus,4.16
UnaryPositive,4.16
UnboundedFollowing$,4.16
UnboundedPreceding$,4.16
UnixTimestamp,4.16
UnscaledValue,4.16
Upper,4.16
VariancePop,4.16
VarianceSamp,4.16
WeekDay,4.16
WindowExpression,4.16
WindowSpecDefinition,4.16
XxHash64,4.16
Year,4.16
Empty2Null,4.16
WriteFilesExec,4.16
Ascii,4.16
ToUTCTimestamp,4.16
AggregateInPandasExec,1.2
ArrowEvalPythonExec,1.2
FlatMapGroupsInPandasExec,1.2
MapInPandasExec,1.2
PythonMapInArrowExec,4.16
MapInArrowExec,4.16
WindowInPandasExec,1.2
RoundCeil,4.16
RoundFloor,4.16
BloomFilterMightContain,4.16
BloomFilterAggregate,4.16
EphemeralSubstring,4.16
KnownNullable,4.16
