CPUOperator,Score
Rint,3.74
Round,3.74
RowNumber,3.74
ScalaUDF,3.74
ScalarSubquery,3.74
Second,3.74
SecondsToTimestamp,3.74
Sequence,3.74
ShiftLeft,3.74
ShiftRight,3.74
ShiftRightUnsigned,3.74
Signum,3.74
Sin,3.74
Sinh,3.74
Size,3.74
SortArray,3.74
SortOrder,3.74
SparkPartitionID,3.74
SpecifiedWindowFrame,3.74
Sqrt,3.74
Stack,3.74
StartsWith,3.74
StddevPop,3.74
StddevSamp,3.74
StringInstr,3.74
StringLPad,3.74
StringLocate,3.74
StringRPad,3.74
StringRepeat,3.74
StringReplace,3.74
StringSplit,3.74
StringToMap,3.74
StringTranslate,3.74
StringTrim,3.74
StringTrimLeft,3.74
StringTrimRight,3.74
StructsToJson,3.74
Substring,3.74
SubstringIndex,3.74
Subtract,3.74
Sum,3.74
Tan,3.74
Tanh,3.74
TimeAdd,3.74
ToDegrees,3.74
ToRadians,3.74
ToUnixTimestamp,3.74
TransformKeys,3.74
TransformValues,3.74
UnaryMinus,3.74
UnaryPositive,3.74
UnboundedFollowing$,3.74
UnboundedPreceding$,3.74
UnixTimestamp,3.74
UnscaledValue,3.74
Upper,3.74
VariancePop,3.74
VarianceSamp,3.74
WeekDay,3.74
WindowExpression,3.74
WindowSpecDefinition,3.74
XxHash64,3.74
Year,3.74
Empty2Null,3.74
WriteFilesExec,3.74
Ascii,3.74
ToUTCTimestamp,3.74
AggregateInPandasExec,1.2
ArrowEvalPythonExec,1.2
FlatMapGroupsInPandasExec,1.2
FlatMapCoGroupsInPandasExec,1.2
MapInPandasExec,1.2
WindowInPandasExec,1.2
RoundCeil,3.74
RoundFloor,3.74
